,code,name,ex_name,ex_east_money_code,ex_code
595,v2605F,PVC月均2605,大商所,114,DCE
596,v2606F,PVC月均2606,大商所,114,DCE
597,v2607F,PVC月均2607,大商所,114,DCE
598,v2608F,PVC月均2608,大商所,114,DCE
599,vFm,PVC月均主连,大商所,114,DCE
600,vFs,PVC月均次主连,大商所,114,DCE
601,vFfi,PVC月均加权,期货指数加权,159,FI
602,pp2603F,聚丙烯月均2603,大商所,114,DCE
603,pp2604F,聚丙烯月均2604,大商所,114,DCE
604,pp2605F,聚丙烯月均2605,大商所,114,DCE
605,pp2606F,聚丙烯月均2606,大商所,114,DCE
606,pp2607F,聚丙烯月均2607,大商所,114,DCE
607,pp2608F,聚丙烯月均2608,大商所,114,DCE
608,ppFm,聚丙烯月均主连,大商所,114,DCE
609,ppFs,聚丙烯月均次主连,大商所,114,DCE
610,ppFfi,聚丙烯月均加权,期货指数加权,159,FI
611,bz2603,纯苯2603,大商所,114,DCE
612,bz2604,纯苯2604,大商所,114,DCE
613,bz2605,纯苯2605,大商所,114,DCE
614,bz2606,纯苯2606,大商所,114,DCE
615,bz2607,纯苯2607,大商所,114,DCE
616,bz2608,纯苯2608,大商所,114,DCE
617,bz2609,纯苯2609,大商所,114,DCE
618,bz2610,纯苯2610,大商所,114,DCE
619,bz2611,纯苯2611,大商所,114,DCE
620,bz2612,纯苯2612,大商所,114,DCE
621,bz2701,纯苯2701,大商所,114,DCE
622,bzm,纯苯主连,大商所,114,DCE
623,bzs,纯苯次主连,大商所,114,DCE
624,bzfi,纯苯加权,期货指数加权,159,FI
625,WH603,强麦603,郑商所,115,CZCE
626,WH605,强麦605,郑商所,115,CZCE
627,WH607,强麦607,郑商所,115,CZCE
628,WH609,强麦609,郑商所,115,CZCE
629,WH611,强麦611,郑商所,115,CZCE
630,WH701,强麦701,郑商所,115,CZCE
631,WHM,强麦主连,郑商所,115,CZCE
632,WHS,强麦次主连,郑商所,115,CZCE
633,WHfi,强麦加权,期货指数加权,159,FI
634,PM603,普麦603,郑商所,115,CZCE
635,PM605,普麦605,郑商所,115,CZCE
636,PM607,普麦607,郑商所,115,CZCE
637,PM609,普麦609,郑商所,115,CZCE
638,PM611,普麦611,郑商所,115,CZCE
639,PM701,普麦701,郑商所,115,CZCE
640,PMM,普麦主连,郑商所,115,CZCE
641,PMS,普麦次主连,郑商所,115,CZCE
642,PMfi,普麦加权,期货指数加权,159,FI
643,CF603,棉花603,郑商所,115,CZCE
644,CF605,棉花605,郑商所,115,CZCE
645,CF607,棉花607,郑商所,115,CZCE
646,CF609,棉花609,郑商所,115,CZCE
647,CF611,棉花611,郑商所,115,CZCE
648,CF701,棉花701,郑商所,115,CZCE
649,CFM,棉花主连,郑商所,115,CZCE
650,CFS,棉花次主连,郑商所,115,CZCE
651,CFfi,棉花加权,期货指数加权,159,FI
652,SR603,白糖603,郑商所,115,CZCE
653,SR605,白糖605,郑商所,115,CZCE
654,SR607,白糖607,郑商所,115,CZCE
655,SR609,白糖609,郑商所,115,CZCE
656,SR611,白糖611,郑商所,115,CZCE
657,SR701,白糖701,郑商所,115,CZCE
658,SRM,白糖主连,郑商所,115,CZCE
659,SRS,白糖次主连,郑商所,115,CZCE
660,SRfi,白糖加权,期货指数加权,159,FI
661,TA602,PTA602,郑商所,115,CZCE
662,TA603,PTA603,郑商所,115,CZCE
663,TA604,PTA604,郑商所,115,CZCE
664,TA605,PTA605,郑商所,115,CZCE
665,TA606,PTA606,郑商所,115,CZCE
666,TA607,PTA607,郑商所,115,CZCE
667,TA608,PTA608,郑商所,115,CZCE
668,TA609,PTA609,郑商所,115,CZCE
669,TA610,PTA610,郑商所,115,CZCE
670,TA611,PTA611,郑商所,115,CZCE
671,TA612,PTA612,郑商所,115,CZCE
672,TA701,PTA701,郑商所,115,CZCE
673,TAM,PTA主连,郑商所,115,CZCE
674,TAS,PTA次主连,郑商所,115,CZCE
675,TAfi,PTA加权,期货指数加权,159,FI
676,OI603,菜油603,郑商所,115,CZCE
677,OI605,菜油605,郑商所,115,CZCE
678,OI607,菜油607,郑商所,115,CZCE
679,OI609,菜油609,郑商所,115,CZCE
680,OI611,菜油611,郑商所,115,CZCE
681,OI701,菜油701,郑商所,115,CZCE
682,OIM,菜油主连,郑商所,115,CZCE
683,OIS,菜油次主连,郑商所,115,CZCE
684,OIfi,菜油加权,期货指数加权,159,FI
685,RI603,早籼稻603,郑商所,115,CZCE
686,RI605,早籼稻605,郑商所,115,CZCE
687,RI607,早籼稻607,郑商所,115,CZCE
688,RI609,早籼稻609,郑商所,115,CZCE
689,RI611,早籼稻611,郑商所,115,CZCE
690,RI701,早籼稻701,郑商所,115,CZCE
691,RIM,早籼稻主连,郑商所,115,CZCE
692,RIS,早籼稻次主连,郑商所,115,CZCE
693,RIfi,早籼稻加权,期货指数加权,159,FI
694,MA602,甲醇602,郑商所,115,CZCE
695,MA603,甲醇603,郑商所,115,CZCE
696,MA604,甲醇604,郑商所,115,CZCE
697,MA605,甲醇605,郑商所,115,CZCE
698,MA606,甲醇606,郑商所,115,CZCE
699,MA607,甲醇607,郑商所,115,CZCE
700,MA608,甲醇608,郑商所,115,CZCE
701,MA609,甲醇609,郑商所,115,CZCE
702,MA610,甲醇610,郑商所,115,CZCE
703,MA611,甲醇611,郑商所,115,CZCE
704,MA612,甲醇612,郑商所,115,CZCE
705,MA701,甲醇701,郑商所,115,CZCE
706,MAM,甲醇主连,郑商所,115,CZCE
707,MAS,甲醇次主连,郑商所,115,CZCE
708,MAfi,甲醇加权,期货指数加权,159,FI
709,FG602,玻璃602,郑商所,115,CZCE
710,FG603,玻璃603,郑商所,115,CZCE
711,FG604,玻璃604,郑商所,115,CZCE
712,FG605,玻璃605,郑商所,115,CZCE
713,FG606,玻璃606,郑商所,115,CZCE
714,FG607,玻璃607,郑商所,115,CZCE
715,FG608,玻璃608,郑商所,115,CZCE
716,FG609,玻璃609,郑商所,115,CZCE
717,FG610,玻璃610,郑商所,115,CZCE
718,FG611,玻璃611,郑商所,115,CZCE
719,FG612,玻璃612,郑商所,115,CZCE
720,FG701,玻璃701,郑商所,115,CZCE
721,FGM,玻璃主连,郑商所,115,CZCE
722,FGS,玻璃次主连,郑商所,115,CZCE
723,FGfi,玻璃加权,期货指数加权,159,FI
724,RS607,菜籽607,郑商所,115,CZCE
725,RS608,菜籽608,郑商所,115,CZCE
726,RS609,菜籽609,郑商所,115,CZCE
727,RS611,菜籽611,郑商所,115,CZCE
728,RSM,菜籽主连,郑商所,115,CZCE
729,RSS,菜籽次主连,郑商所,115,CZCE
730,RSfi,菜籽加权,期货指数加权,159,FI
731,RM603,菜粕603,郑商所,115,CZCE
732,RM605,菜粕605,郑商所,115,CZCE
733,RM607,菜粕607,郑商所,115,CZCE
734,RM608,菜粕608,郑商所,115,CZCE
735,RM609,菜粕609,郑商所,115,CZCE
736,RM611,菜粕611,郑商所,115,CZCE
737,RM701,菜粕701,郑商所,115,CZCE
738,RMM,菜粕主连,郑商所,115,CZCE
739,RMS,菜粕次主连,郑商所,115,CZCE
740,RMfi,菜粕加权,期货指数加权,159,FI
741,JR603,粳稻603,郑商所,115,CZCE
742,JR605,粳稻605,郑商所,115,CZCE
743,JR607,粳稻607,郑商所,115,CZCE
744,JR609,粳稻609,郑商所,115,CZCE
745,JR611,粳稻611,郑商所,115,CZCE
746,JR701,粳稻701,郑商所,115,CZCE
747,JRM,粳稻主连,郑商所,115,CZCE
748,JRS,粳稻次主连,郑商所,115,CZCE
749,JRfi,粳稻加权,期货指数加权,159,FI
750,SF602,硅铁602,郑商所,115,CZCE
751,SF603,硅铁603,郑商所,115,CZCE
752,SF604,硅铁604,郑商所,115,CZCE
753,SF605,硅铁605,郑商所,115,CZCE
754,SF606,硅铁606,郑商所,115,CZCE
755,SF607,硅铁607,郑商所,115,CZCE
756,SF608,硅铁608,郑商所,115,CZCE
757,SF609,硅铁609,郑商所,115,CZCE
758,SF610,硅铁610,郑商所,115,CZCE
759,SF611,硅铁611,郑商所,115,CZCE
760,SF612,硅铁612,郑商所,115,CZCE
761,SF701,硅铁701,郑商所,115,CZCE
762,SFM,硅铁主连,郑商所,115,CZCE
763,SFS,硅铁次主连,郑商所,115,CZCE
764,SFfi,硅铁加权,期货指数加权,159,FI
765,SM602,锰硅602,郑商所,115,CZCE
766,SM603,锰硅603,郑商所,115,CZCE
767,SM604,锰硅604,郑商所,115,CZCE
768,SM605,锰硅605,郑商所,115,CZCE
769,SM606,锰硅606,郑商所,115,CZCE
770,SM607,锰硅607,郑商所,115,CZCE
771,SM608,锰硅608,郑商所,115,CZCE
772,SM609,锰硅609,郑商所,115,CZCE
773,SM610,锰硅610,郑商所,115,CZCE
774,SM611,锰硅611,郑商所,115,CZCE
775,SM612,锰硅612,郑商所,115,CZCE
776,SM701,锰硅701,郑商所,115,CZCE
777,SMM,锰硅主连,郑商所,115,CZCE
778,SMS,锰硅次主连,郑商所,115,CZCE
779,SMfi,锰硅加权,期货指数加权,159,FI
780,ZC602,动力煤602,郑商所,115,CZCE
781,ZC603,动力煤603,郑商所,115,CZCE
782,ZC604,动力煤604,郑商所,115,CZCE
783,ZC605,动力煤605,郑商所,115,CZCE
784,ZC606,动力煤606,郑商所,115,CZCE
785,ZC607,动力煤607,郑商所,115,CZCE
786,ZC608,动力煤608,郑商所,115,CZCE
787,ZC609,动力煤609,郑商所,115,CZCE
788,ZC610,动力煤610,郑商所,115,CZCE
789,ZC611,动力煤611,郑商所,115,CZCE
790,ZC612,动力煤612,郑商所,115,CZCE
791,ZC701,动力煤701,郑商所,115,CZCE
792,ZCM,动力煤主连,郑商所,115,CZCE
793,ZCS,动力煤次主连,郑商所,115,CZCE
794,ZCfi,动力煤加权,期货指数加权,159,FI
795,CY602,棉纱602,郑商所,115,CZCE
796,CY603,棉纱603,郑商所,115,CZCE
797,CY604,棉纱604,郑商所,115,CZCE
798,CY605,棉纱605,郑商所,115,CZCE
799,CY606,棉纱606,郑商所,115,CZCE
800,CY607,棉纱607,郑商所,115,CZCE
801,CY608,棉纱608,郑商所,115,CZCE
802,CY609,棉纱609,郑商所,115,CZCE
803,CY610,棉纱610,郑商所,115,CZCE
804,CY611,棉纱611,郑商所,115,CZCE
805,CY612,棉纱612,郑商所,115,CZCE
806,CY701,棉纱701,郑商所,115,CZCE
807,CYM,棉纱主连,郑商所,115,CZCE
808,CYS,棉纱次主连,郑商所,115,CZCE
809,CYfi,棉纱加权,期货指数加权,159,FI
810,AP603,苹果603,郑商所,115,CZCE
811,AP604,苹果604,郑商所,115,CZCE
812,AP605,苹果605,郑商所,115,CZCE
813,AP610,苹果610,郑商所,115,CZCE
814,AP611,苹果611,郑商所,115,CZCE
815,AP612,苹果612,郑商所,115,CZCE
816,AP701,苹果701,郑商所,115,CZCE
817,APM,苹果主连,郑商所,115,CZCE
818,APS,苹果次主连,郑商所,115,CZCE
819,APfi,苹果加权,期货指数加权,159,FI
820,CJ603,红枣603,郑商所,115,CZCE
821,CJ605,红枣605,郑商所,115,CZCE
822,CJ607,红枣607,郑商所,115,CZCE
823,CJ609,红枣609,郑商所,115,CZCE
824,CJ612,红枣612,郑商所,115,CZCE
825,CJ701,红枣701,郑商所,115,CZCE
826,CJM,红枣主连,郑商所,115,CZCE
827,CJS,红枣次主连,郑商所,115,CZCE
828,CJfi,红枣加权,期货指数加权,159,FI
829,UR602,尿素602,郑商所,115,CZCE
830,UR603,尿素603,郑商所,115,CZCE
831,UR604,尿素604,郑商所,115,CZCE
832,UR605,尿素605,郑商所,115,CZCE
833,UR606,尿素606,郑商所,115,CZCE
834,UR607,尿素607,郑商所,115,CZCE
835,UR608,尿素608,郑商所,115,CZCE
836,UR609,尿素609,郑商所,115,CZCE
837,UR610,尿素610,郑商所,115,CZCE
838,UR611,尿素611,郑商所,115,CZCE
839,UR612,尿素612,郑商所,115,CZCE
840,UR701,尿素701,郑商所,115,CZCE
841,URM,尿素主连,郑商所,115,CZCE
842,URS,尿素次主连,郑商所,115,CZCE
843,URfi,尿素加权,期货指数加权,159,FI
844,SA602,纯碱602,郑商所,115,CZCE
845,SA603,纯碱603,郑商所,115,CZCE
846,SA604,纯碱604,郑商所,115,CZCE
847,SA605,纯碱605,郑商所,115,CZCE
848,SA606,纯碱606,郑商所,115,CZCE
849,SA607,纯碱607,郑商所,115,CZCE
850,SA608,纯碱608,郑商所,115,CZCE
851,SA609,纯碱609,郑商所,115,CZCE
852,SA610,纯碱610,郑商所,115,CZCE
853,SA611,纯碱611,郑商所,115,CZCE
854,SA612,纯碱612,郑商所,115,CZCE
855,SA701,纯碱701,郑商所,115,CZCE
856,SAM,纯碱主连,郑商所,115,CZCE
857,SAS,纯碱次主连,郑商所,115,CZCE
858,SAfi,纯碱加权,期货指数加权,159,FI
859,PF602,短纤602,郑商所,115,CZCE
860,PF603,短纤603,郑商所,115,CZCE
861,PF604,短纤604,郑商所,115,CZCE
862,PF605,短纤605,郑商所,115,CZCE
863,PF606,短纤606,郑商所,115,CZCE
864,PF607,短纤607,郑商所,115,CZCE
865,PF608,短纤608,郑商所,115,CZCE
866,PF609,短纤609,郑商所,115,CZCE
867,PF610,短纤610,郑商所,115,CZCE
868,PF611,短纤611,郑商所,115,CZCE
869,PF612,短纤612,郑商所,115,CZCE
870,PF701,短纤701,郑商所,115,CZCE
871,PFM,短纤主连,郑商所,115,CZCE
872,PFS,短纤次主连,郑商所,115,CZCE
873,PFfi,短纤加权,期货指数加权,159,FI
874,PK603,花生603,郑商所,115,CZCE
875,PK604,花生604,郑商所,115,CZCE
876,PK605,花生605,郑商所,115,CZCE
877,PK610,花生610,郑商所,115,CZCE
878,PK611,花生611,郑商所,115,CZCE
879,PK612,花生612,郑商所,115,CZCE
880,PK701,花生701,郑商所,115,CZCE
881,PKM,花生主连,郑商所,115,CZCE
882,PKS,花生次主连,郑商所,115,CZCE
883,PKfi,花生加权,期货指数加权,159,FI
884,PX602,对二甲苯602,郑商所,115,CZCE
885,PX603,对二甲苯603,郑商所,115,CZCE
886,PX604,对二甲苯604,郑商所,115,CZCE
887,PX605,对二甲苯605,郑商所,115,CZCE
888,PX606,对二甲苯606,郑商所,115,CZCE
889,PX607,对二甲苯607,郑商所,115,CZCE
890,PX608,对二甲苯608,郑商所,115,CZCE
891,PX609,对二甲苯609,郑商所,115,CZCE
892,PX610,对二甲苯610,郑商所,115,CZCE
893,PX611,对二甲苯611,郑商所,115,CZCE
894,PX612,对二甲苯612,郑商所,115,CZCE
895,PX701,对二甲苯701,郑商所,115,CZCE
896,PXM,对二甲苯主连,郑商所,115,CZCE
897,PXS,对二甲苯次主连,郑商所,115,CZCE
898,PXfi,对二甲苯加权,期货指数加权,159,FI
899,SH602,烧碱602,郑商所,115,CZCE
900,SH603,烧碱603,郑商所,115,CZCE
901,SH604,烧碱604,郑商所,115,CZCE
902,SH605,烧碱605,郑商所,115,CZCE
903,SH606,烧碱606,郑商所,115,CZCE
904,SH607,烧碱607,郑商所,115,CZCE
905,SH608,烧碱608,郑商所,115,CZCE
906,SH609,烧碱609,郑商所,115,CZCE
907,SH610,烧碱610,郑商所,115,CZCE
908,SH611,烧碱611,郑商所,115,CZCE
909,SH612,烧碱612,郑商所,115,CZCE
910,SH701,烧碱701,郑商所,115,CZCE
911,SHM,烧碱主连,郑商所,115,CZCE
912,SHS,烧碱次主连,郑商所,115,CZCE
913,SHfi,烧碱加权,期货指数加权,159,FI
914,PR602,瓶片602,郑商所,115,CZCE
915,PR603,瓶片603,郑商所,115,CZCE
916,PR604,瓶片604,郑商所,115,CZCE
917,PR605,瓶片605,郑商所,115,CZCE
918,PR606,瓶片606,郑商所,115,CZCE
919,PR607,瓶片607,郑商所,115,CZCE
920,PR608,瓶片608,郑商所,115,CZCE
921,PR609,瓶片609,郑商所,115,CZCE
922,PR610,瓶片610,郑商所,115,CZCE
923,PR611,瓶片611,郑商所,115,CZCE
924,PR612,瓶片612,郑商所,115,CZCE
925,PR701,瓶片701,郑商所,115,CZCE
926,PRM,瓶片主连,郑商所,115,CZCE
927,PRS,瓶片次主连,郑商所,115,CZCE
928,PRfi,瓶片加权,期货指数加权,159,FI
929,sc2603,原油2603,上期能源,142,INE
930,sc2604,原油2604,上期能源,142,INE
931,sc2605,原油2605,上期能源,142,INE
932,sc2606,原油2606,上期能源,142,INE
933,sc2607,原油2607,上期能源,142,INE
934,sc2608,原油2608,上期能源,142,INE
935,sc2609,原油2609,上期能源,142,INE
936,sc2610,原油2610,上期能源,142,INE
937,sc2611,原油2611,上期能源,142,INE
938,sc2612,原油2612,上期能源,142,INE
939,sc2701,原油2701,上期能源,142,INE
940,sc2702,原油2702,上期能源,142,INE
941,sc2703,原油2703,上期能源,142,INE
942,sc2706,原油2706,上期能源,142,INE
943,sc2709,原油2709,上期能源,142,INE
944,sc2712,原油2712,上期能源,142,INE
945,sc2803,原油2803,上期能源,142,INE
946,sc2806,原油2806,上期能源,142,INE
947,sc2809,原油2809,上期能源,142,INE
948,sc2812,原油2812,上期能源,142,INE
949,scm,原油主连,上期能源,142,INE
950,scs,原油次主连,上期能源,142,INE
951,scfi,原油加权,期货指数加权,159,FI
952,nr2602,20号胶2602,上期能源,142,INE
953,nr2603,20号胶2603,上期能源,142,INE
954,nr2604,20号胶2604,上期能源,142,INE
955,nr2605,20号胶2605,上期能源,142,INE
956,nr2606,20号胶2606,上期能源,142,INE
957,nr2607,20号胶2607,上期能源,142,INE
958,nr2608,20号胶2608,上期能源,142,INE
959,nr2609,20号胶2609,上期能源,142,INE
960,nr2610,20号胶2610,上期能源,142,INE
961,nr2611,20号胶2611,上期能源,142,INE
962,nr2612,20号胶2612,上期能源,142,INE
963,nr2701,20号胶2701,上期能源,142,INE
964,nrm,20号胶主连,上期能源,142,INE
965,nrs,20号胶次主连,上期能源,142,INE
966,nrfi,号胶加权,期货指数加权,159,FI
967,lu2603,低硫燃油2603,上期能源,142,INE
968,lu2604,低硫燃油2604,上期能源,142,INE
969,lu2605,低硫燃油2605,上期能源,142,INE
970,lu2606,低硫燃油2606,上期能源,142,INE
971,lu2607,低硫燃油2607,上期能源,142,INE
972,lu2608,低硫燃油2608,上期能源,142,INE
973,lu2609,低硫燃油2609,上期能源,142,INE
974,lu2610,低硫燃油2610,上期能源,142,INE
975,lu2611,低硫燃油2611,上期能源,142,INE
976,lu2612,低硫燃油2612,上期能源,142,INE
977,lu2701,低硫燃油2701,上期能源,142,INE
978,lu2702,低硫燃油2702,上期能源,142,INE
979,lum,低硫燃油主连,上期能源,142,INE
980,lus,低硫燃油次主连,上期能源,142,INE
981,lufi,低硫燃油加权,期货指数加权,159,FI
982,bc2602,国际铜2602,上期能源,142,INE
983,bc2603,国际铜2603,上期能源,142,INE
984,bc2604,国际铜2604,上期能源,142,INE
985,bc2605,国际铜2605,上期能源,142,INE
986,bc2606,国际铜2606,上期能源,142,INE
987,bc2607,国际铜2607,上期能源,142,INE
988,bc2608,国际铜2608,上期能源,142,INE
989,bc2609,国际铜2609,上期能源,142,INE
990,bc2610,国际铜2610,上期能源,142,INE
991,bc2611,国际铜2611,上期能源,142,INE
992,bc2612,国际铜2612,上期能源,142,INE
993,bc2701,国际铜2701,上期能源,142,INE
994,bcm,国际铜主连,上期能源,142,INE
995,bcs,国际铜次主连,上期能源,142,INE
996,bcfi,国际铜加权,期货指数加权,159,FI
997,ec2602,欧线集运2602,上期能源,142,INE
998,ec2604,欧线集运2604,上期能源,142,INE
999,ec2606,欧线集运2606,上期能源,142,INE
1000,ec2608,欧线集运2608,上期能源,142,INE
1001,ec2610,欧线集运2610,上期能源,142,INE
1002,ec2612,欧线集运2612,上期能源,142,INE
1003,ecm,欧线集运主连,上期能源,142,INE
1004,ecs,欧线集运次主连,上期能源,142,INE
1005,ecfi,欧线集运加权,期货指数加权,159,FI
1006,IC2602,中证500股指2602,中金所,220,CFFEX
1007,IC2603,中证500股指2603,中金所,220,CFFEX
1008,IC2606,中证500股指2606,中金所,220,CFFEX
1009,IC2609,中证500股指2609,中金所,220,CFFEX
1010,ICM,中证500股指主连,中金所,220,CFFEX
1011,ICM0,中证500股指当月连续,中金所,220,CFFEX
1012,ICM1,中证500股指下月连续,中金所,220,CFFEX
1013,ICS,中证500股指次主连,中金所,220,CFFEX
1014,ICS1,中证500股指下季连续,中金所,220,CFFEX
1015,ICS2,中证500股指隔季连续,中金所,220,CFFEX
1016,ICfi,中证加权,期货指数加权,159,FI
1017,IF2602,沪深2602,中金所,220,CFFEX
1018,IF2603,沪深2603,中金所,220,CFFEX
1019,IF2606,沪深2606,中金所,220,CFFEX
1020,IF2609,沪深2609,中金所,220,CFFEX
1021,IFM,沪深主连,中金所,220,CFFEX
1022,IFM0,沪深当月连续,中金所,220,CFFEX
1023,IFM1,沪深下月连续,中金所,220,CFFEX
1024,IFS,沪深次主连,中金所,220,CFFEX
1025,IFS1,沪深下季连续,中金所,220,CFFEX
1026,IFS2,沪深隔季连续,中金所,220,CFFEX
1027,IFfi,沪深加权,期货指数加权,159,FI
1028,IH2602,上证2602,中金所,220,CFFEX
1029,IH2603,上证2603,中金所,220,CFFEX
1030,IH2606,上证2606,中金所,220,CFFEX
1031,IH2609,上证2609,中金所,220,CFFEX
1032,IHM,上证主连,中金所,220,CFFEX
1033,IHM0,上证当月连续,中金所,220,CFFEX
1034,IHM1,上证下月连续,中金所,220,CFFEX
1035,IHS,上证次主连,中金所,220,CFFEX
1036,IHS1,上证下季连续,中金所,220,CFFEX
1037,IHS2,上证隔季连续,中金所,220,CFFEX
1038,IHfi,上证加权,期货指数加权,159,FI
1039,T2603,十债2603,中金所,220,CFFEX
1040,T2606,十债2606,中金所,220,CFFEX
1041,T2609,十债2609,中金所,220,CFFEX
1042,TM,十债主连,中金所,220,CFFEX
1043,TS,十债次主连,中金所,220,CFFEX
1044,TS0,十债当季连续,中金所,220,CFFEX
1045,TS1,十债下季连续,中金所,220,CFFEX
1046,TS2,十债隔季连续,中金所,220,CFFEX
1047,Tfi,十债加权,期货指数加权,159,FI
1048,TF2603,五债2603,中金所,220,CFFEX
1049,TF2606,五债2606,中金所,220,CFFEX
1050,TF2609,五债2609,中金所,220,CFFEX
1051,TFM,五债主连,中金所,220,CFFEX
1052,TFS,五债次主连,中金所,220,CFFEX
1053,TFS0,五债当季连续,中金所,220,CFFEX
1054,TFS1,五债下季连续,中金所,220,CFFEX
1055,TFS2,五债隔季连续,中金所,220,CFFEX
1056,TFfi,五债加权,期货指数加权,159,FI
1057,TS2603,二债2603,中金所,220,CFFEX
1058,TS2606,二债2606,中金所,220,CFFEX
1059,TS2609,二债2609,中金所,220,CFFEX
1060,TSM,二债主连,中金所,220,CFFEX
1061,TSS,二债次主连,中金所,220,CFFEX
1062,TSS0,二债当季连续,中金所,220,CFFEX
1063,TSS1,二债下季连续,中金所,220,CFFEX
1064,TSS2,二债隔季连续,中金所,220,CFFEX
1065,TSfi,二债加权,期货指数加权,159,FI
1066,IM2602,中证1000股指2602,中金所,220,CFFEX
1067,IM2603,中证1000股指2603,中金所,220,CFFEX
1068,IM2606,中证1000股指2606,中金所,220,CFFEX
1069,IM2609,中证1000股指2609,中金所,220,CFFEX
1070,IMM,中证1000股指主连,中金所,220,CFFEX
1071,IMM0,中证1000股指当月连续,中金所,220,CFFEX
1072,IMM1,中证1000股指下月连续,中金所,220,CFFEX
1073,IMS,中证1000股指次主连,中金所,220,CFFEX
1074,IMS1,中证1000股指下季连续,中金所,220,CFFEX
1075,IMS2,中证1000股指隔季连续,中金所,220,CFFEX
1076,IMfi,中证加权,期货指数加权,159,FI
1077,TL2603,三十债2603,中金所,220,CFFEX
1078,TL2606,三十债2606,中金所,220,CFFEX
1079,TL2609,三十债2609,中金所,220,CFFEX
1080,TLM,三十债主连,中金所,220,CFFEX
1081,TLS,三十债次主连,中金所,220,CFFEX
1082,TLS0,三十债当季连续,中金所,220,CFFEX
1083,TLS1,三十债下季连续,中金所,220,CFFEX
1084,TLS2,三十债隔季连续,中金所,220,CFFEX
1085,TLfi,三十债加权,期货指数加权,159,FI
1086,si2602,工业硅2602,广期所,225,GFEX
1087,si2603,工业硅2603,广期所,225,GFEX
1088,si2604,工业硅2604,广期所,225,GFEX
1089,si2605,工业硅2605,广期所,225,GFEX
1090,si2606,工业硅2606,广期所,225,GFEX
1091,si2607,工业硅2607,广期所,225,GFEX
1092,si2608,工业硅2608,广期所,225,GFEX
1093,si2609,工业硅2609,广期所,225,GFEX
1094,si2610,工业硅2610,广期所,225,GFEX
1095,si2611,工业硅2611,广期所,225,GFEX
1096,si2612,工业硅2612,广期所,225,GFEX
1097,si2701,工业硅2701,广期所,225,GFEX
1098,sim,工业硅主连,广期所,225,GFEX
1099,sis,工业硅次主连,广期所,225,GFEX
1100,sifi,工业硅加权,期货指数加权,159,FI
1101,lc2602,碳酸锂2602,广期所,225,GFEX
1102,lc2603,碳酸锂2603,广期所,225,GFEX
1103,lc2604,碳酸锂2604,广期所,225,GFEX
1104,lc2605,碳酸锂2605,广期所,225,GFEX
1105,lc2606,碳酸锂2606,广期所,225,GFEX
1106,lc2607,碳酸锂2607,广期所,225,GFEX
1107,lc2608,碳酸锂2608,广期所,225,GFEX
1108,lc2609,碳酸锂2609,广期所,225,GFEX
1109,lc2610,碳酸锂2610,广期所,225,GFEX
1110,lc2611,碳酸锂2611,广期所,225,GFEX
1111,lc2612,碳酸锂2612,广期所,225,GFEX
1112,lc2701,碳酸锂2701,广期所,225,GFEX
1113,lcm,碳酸锂主连,广期所,225,GFEX
1114,lcs,碳酸锂次主连,广期所,225,GFEX
1115,lcfi,碳酸锂加权,期货指数加权,159,FI
1116,ps2602,多晶硅2602,广期所,225,GFEX
1117,ps2603,多晶硅2603,广期所,225,GFEX
1118,ps2604,多晶硅2604,广期所,225,GFEX
1119,ps2605,多晶硅2605,广期所,225,GFEX
1120,ps2606,多晶硅2606,广期所,225,GFEX
1121,ps2607,多晶硅2607,广期所,225,GFEX
1122,ps2608,多晶硅2608,广期所,225,GFEX
1123,ps2609,多晶硅2609,广期所,225,GFEX
1124,ps2610,多晶硅2610,广期所,225,GFEX
1125,ps2611,多晶硅2611,广期所,225,GFEX
1126,ps2612,多晶硅2612,广期所,225,GFEX
1127,ps2701,多晶硅2701,广期所,225,GFEX
1128,psm,多晶硅主连,广期所,225,GFEX
1129,pss,多晶硅次主连,广期所,225,GFEX
1130,psfi,多晶硅加权,期货指数加权,159,FI
1131,pt2606,铂2606,广期所,225,GFEX
1132,pt2608,铂2608,广期所,225,GFEX
1133,pt2610,铂2610,广期所,225,GFEX
1134,pt2612,铂2612,广期所,225,GFEX
1135,ptm,铂主连,广期所,225,GFEX
1136,pts,铂次主连,广期所,225,GFEX
1137,ptfi,铂加权,期货指数加权,159,FI
1138,pd2606,钯2606,广期所,225,GFEX
1139,pd2608,钯2608,广期所,225,GFEX
1140,pd2610,钯2610,广期所,225,GFEX
1141,pd2612,钯2612,广期所,225,GFEX
1142,pdm,钯主连,广期所,225,GFEX
1143,pds,钯次主连,广期所,225,GFEX
1144,pdfi,钯加权,期货指数加权,159,FI
